CASE-NBR,CASE-NBR-OBLR,MAILG-LVL-CLIENT,MAILG-CDE-CLIENT,NME-FLDS-BORR-CNT,ADRS-FLDS-BORR-CNT,NME-OBLR,NME-ADRS-OBLR-1,NME-ADRS-OBLR-2,NME-OBLR-KEY,NME-ADRS-OBLR-3,NME-ADRS-OBLR-4,ZIP-CDE,RACE-DESC-CDE,SEX-CDE,MRTL-STAT,TAX-EXEMPT-CDE,VET-CDE,DUE-DAY-PYMT,APPLT-TYP-CDE,NET-WORTH-AMT,LN-NBR-LST-ASGD,RCRD-LN-CNT,LN-CNT-EE,LN-CNT-OTC,LN-CNT-INSRD-FO,LN-CNT-DIR-FO,LN-CNT-INSRD-SW,LN-CNT-DIR-SW,LN-CNT-INSRD-RH,LN-CNT-DIR-RH,LN-CNT-INVSTR,LN-CNT-ASSOC,SUSP-CDE-ACCT,DTE-LST-RGSTR-ACCT,RGSTR-TYP-LST-TRNSCTN,SIS-TRF-CDE,EMPL-RELTNSHP-CDE,LRTF-SRVCG-CDE,MAILG-OFC-FSA,MAILG-CDE-FSA,ORGZTN-CDE,DTE-OAC-ESTBD,DTE-OAC-RSLVD,DTE-OAC-MRTM-EFCTV,PREVL-INDCTR,NBR-COMPLNTS
201750008970738,08015,D,19041,2,2,Glenn Heath,101 Rizal Route,Brenton Glover,4K26AITHSDBARR04GBSR,Baytown,Utah,26261,5,8,2,3,3,05,2,4865985.25,70,01,1,1,0,1,1,1,0,0,0,2,0,2019-08-19,16,A,B,3,U,01041,K,2008-04-04,2015-01-23,2020-10-08,4,B
190850006099715,19025,V,21199,3,3,Rubi Delaney,978 Banks Bend,Timika Montgomery,ARZ186KW1XPEKTXC3MY5,Chanhassen,Utah,53271,7,5,2,5,2,07,5,2218533.73,29,02,0,0,0,1,1,0,0,2,1,0,0,2011-08-27,39,V,B,3,C,05089,S,2010-07-09,2017-06-11,2018-05-30,1,K
211170006331571,05073,D,19093,1,3,Bob Holt,697 Restani Pass,Quinn Battle,F772NCRALWUR0WR448JH,Dothan,Kansas,23615,4,8,3,5,1,26,3,3673158.94,63,03,1,1,0,0,0,0,0,2,0,2,2,2019-06-26,87,S,X,4,C,06053,G,2007-01-01,2014-06-07,2020-08-08,4,F
202010001024799,05109,U,21049,2,1,Jesus Morgan,702 Stoneman Boulevard,Elina Rowe,AXTED78TNRDKF7U5DWCT,Martinsburg,South Carolina,16107,4,3,4,1,1,16,5,1228405.57,79,05,0,0,0,1,0,1,0,2,2,2,2,2015-10-23,68,W,U,6,T,20123,N,2005-01-06,2007-12-21,2017-08-11,0,G
050850003259225,19169,T,06063,2,3,Stevie Noble,226 Rankin Run,Chi Bartlett,P4OHYBY8T51TXJ8ULZQT,Lompoc,Arizona,08704,6,6,3,1,4,16,3,4780924.35,51,01,0,1,1,1,0,0,1,0,2,1,2,2014-04-11,88,Q,M,4,U,05129,V,2004-12-16,2015-09-09,2019-03-04,0,G
010870002733514,21097,C,04012,3,2,Lavelle Burnett,1169 Olive Arcade,Buster Strong,HJERUU2OS4W4UNX1MEBD,Sarasota,Utah,17449,7,5,3,5,3,15,1,644660.09,17,00,0,0,1,1,1,1,0,0,2,0,2,2016-06-27,29,T,S,6,U,01069,M,2013-08-26,2013-09-25,2015-06-25,2,Y
200050004118109,08055,V,21111,1,3,Corrinne Compton,1138 Fayette Pass,Oswaldo Burch,C5QPJO0MZHLUYFAQF8SC,Mountain View,Iowa,66299,4,8,4,1,1,11,6,2990700.21,79,03,1,0,1,0,0,0,1,1,0,0,2,2018-12-25,65,N,Z,5,C,20137,Z,2012-05-27,2010-09-08,2018-01-18,4,P
011110008219264,05123,U,01067,1,1,Antony Atkinson,425 Dudley Annex,Blossom Clark,M8O3G9L2JXXKHMY9V00I,Baton Rouge,Oklahoma,34975,4,3,3,4,3,05,3,3098045.73,39,00,1,1,1,0,0,1,0,2,2,1,2,2014-01-27,79,B,K,8,U,21207,D,2008-01-12,2007-07-02,2016-04-11,1,U
010890007984817,19023,C,01023,2,3,Dyan Avery,1135 Bright Boulevard,Reginald Kelly,CX081JUINL0981F9W05G,Delano,Ohio,70369,5,5,3,3,1,20,5,397228.09,76,01,0,1,1,0,0,0,1,1,1,1,1,2015-05-10,34,W,A,4,U,19193,M,2004-11-29,2010-02-26,2020-03-20,4,P
190830006782276,21141,C,06015,2,2,Jackeline Chen,1149 Hunter Loop,Norbert Baird,PATJ5I5NWBXZ6SN2ACN8,Sugar Hill,Connecticut,11965,2,1,3,3,4,05,1,3004618.96,90,05,1,0,0,1,1,1,0,0,2,0,2,2011-12-08,35,Z,U,6,C,06109,P,2005-10-24,2009-07-05,2015-05-13,3,J
201670001922242,06059,C,05127,2,2,Winston Walter,246 Battery Safford Trace,Tomiko Pugh,G65HQQ4WKMATCKQ3GZNX,Santa Ana,Maryland,54255,3,7,2,1,4,05,7,2341558.28,56,02,0,0,1,0,1,1,1,2,0,1,0,2017-02-18,20,F,Z,4,D,08119,R,2003-08-19,2014-07-01,2017-09-19,4,H
080250007985997,20177,C,19059,1,3,Amira Lang,67 Bellevue Route,Claudie Turner,Y24NO77LGQ8UT97FU91I,Wilson,Connecticut,70232,7,7,1,3,4,26,7,2556909.52,77,02,1,0,0,1,0,0,1,2,1,2,1,2018-05-18,16,U,D,7,T,21059,M,2011-05-17,2018-12-14,2015-07-31,1,W
080690005149345,06079,V,06017,3,1,Clora Walters,999 Nueva Court,Mariel Webster,P2AJNYSH0F5S4ZWZXXCU,American Fork,Kentucky,39059,5,1,2,4,2,23,5,2768349.56,14,04,1,1,1,1,1,1,0,1,0,2,0,2020-08-03,53,P,V,7,S,01133,X,2001-09-27,2006-04-04,2015-01-12,1,H
080410004542687,05073,V,05027,3,1,Dorie Carrillo,674 Seward Lake,Javier Munoz,8VF95L5KTYQS680X8XO3,Paducah,New Jersey,55946,4,3,3,5,4,02,8,239106.94,57,02,0,0,0,1,1,0,0,1,1,1,1,2018-04-29,51,Y,Z,8,D,06063,C,2007-12-07,2006-08-27,2016-01-05,2,I
060170006907718,06025,V,21169,1,1,Marni Ortega,469 Carolina Field,Shela O'donnell,CHJ5MKM62X8VVTXJGDRM,Lancaster,New Jersey,86220,1,4,1,1,3,09,8,2945627.4,25,01,1,1,1,1,0,0,1,1,0,2,2,2013-07-14,43,R,Y,6,V,19085,X,2003-12-12,2005-10-03,2015-05-04,3,N
201570008661798,21155,S,21007,1,3,Karoline Nunez,33 Waithman Walk,Ngoc Avery,VEYASZCXDDKCM805180E,SeaTac,Illinois,91345,6,2,2,3,1,07,5,1459715.74,82,05,1,0,0,0,1,1,0,0,1,1,0,2017-01-23,73,P,H,8,V,21163,J,2007-02-27,2019-03-24,2016-03-28,2,A
191170003417207,19185,S,19039,3,1,Bebe Barron,724 Ledyard Pass,Cole Edwards,9FPHCPA54WGR3VKOSIJC,Mount Clemens,Kentucky,83910,1,3,2,4,1,01,4,235015.2,46,03,0,0,0,1,1,1,1,1,0,2,2,2015-12-17,60,O,F,4,T,21015,Y,2005-10-09,2009-08-27,2018-11-01,3,A
011130008421358,21097,T,20005,1,1,Fred Turner,1388 Polk Drive,Lisha Pena,8RIDZGZPL53L0OZ5QRBR,Youngstown,Maryland,25377,7,5,2,5,3,23,2,2603914.1,57,01,1,0,1,1,1,0,1,0,2,1,2,2012-03-28,29,O,X,7,C,21015,T,2012-12-18,2015-05-31,2017-10-24,0,I
080590001663618,21067,D,21185,1,1,Erick Woodard,1120 Brookdale Field,Margarite Cruz,O64K6B5NEZ3ZA4S96SPT,Woodland,Idaho,01502,5,8,1,2,3,01,8,4534163.97,20,03,1,0,0,1,0,1,0,1,1,1,0,2011-03-29,21,J,N,4,U,19143,H,2004-10-07,2017-04-29,2020-04-12,0,R
200810007750886,21107,V,19149,1,1,Paulene Mathis,467 Barry Hill,Jefferson Oliver,5OZNY3OBP7PSVZZ13QWM,Los Altos,Pennsylvania,86988,3,4,1,2,1,08,1,192675.97,31,00,1,1,0,1,0,0,1,1,0,1,2,2019-04-14,46,H,B,3,T,06051,W,2000-05-12,2013-09-14,2017-01-25,4,U
190990008241377,06027,S,08043,1,2,Gerry Watkins,183 Croaker Rapids,Dante Carpenter,VJVPBOJJCBESFJEDWIQ6,Ventura,South Carolina,57427,1,5,2,4,1,02,2,1298773.61,17,04,0,1,1,0,1,0,0,0,2,0,2,2019-11-26,73,N,X,3,D,08089,N,2009-12-09,2008-07-08,2016-03-16,1,P
200230004230287,20147,U,01057,3,1,Luciano Whitaker,602 Berwick Estate,Alyse Holder,GK12CCRZM2PJJEF275AQ,La Porte,Florida,75259,6,2,2,5,1,18,6,2468613.51,25,03,0,1,1,0,0,1,0,2,1,2,0,2021-12-01,61,F,J,7,T,08009,Z,2013-03-03,2012-08-10,2017-01-28,2,K
191710005549715,20075,C,21209,2,3,Cameron Mcpherson,1376 Tulane Street,Tod Cardenas,4H4VO5N3A01HDIW82T6X,Eureka,Tennessee,13974,7,7,3,2,1,20,6,212087.28,42,00,0,0,0,1,1,1,0,2,2,2,2,2021-12-23,47,W,O,3,D,21093,T,2006-09-14,2011-05-10,2020-08-28,2,W
060670005334431,01011,V,01093,1,1,Izetta Whitfield,1381 Webb Boulevard,Oretha Todd,G26LJEN154KHFAO7RO7O,Benbrook,North Carolina,97547,6,4,2,1,2,04,5,2597508.54,27,05,0,1,1,0,1,1,1,1,2,0,1,2015-12-16,20,J,M,8,S,08119,A,2004-02-23,2010-06-02,2015-11-17,0,R
190990005456390,20037,D,06013,1,1,Sandy Perry,884 Arch Manor,Jacquetta Mosley,BPIG1PBFVUOFF3KAVXEL,McHenry,Alabama,81050,1,5,3,1,3,18,2,3685103.05,40,01,0,0,1,0,1,0,1,1,2,0,0,2013-02-12,31,F,Y,5,D,05077,Q,2008-04-18,2016-09-14,2019-01-12,0,A
210910001596308,21219,S,08071,2,2,Akilah Mack,902 De Long Manor,Arlen Christensen,S5UJJ14DE6IKTCOBR9O0,Oak Ridge,Georgia,63005,2,3,4,1,3,24,2,3769879.94,76,04,1,0,0,0,0,1,1,2,2,1,0,2011-01-15,11,A,F,2,C,21177,D,2014-09-21,2008-05-12,2020-06-13,0,G
011310008663517,06037,D,08093,2,3,Florencio Vazquez,268 Curtis Landing,Donnie Holmes,UU3S8ZEE549VP0XHKGDB,Temple Terrace,Oregon,64986,1,8,4,3,4,01,8,3262695.03,61,03,1,1,0,0,1,1,0,1,2,1,1,2016-11-09,63,A,T,5,V,19063,A,2012-01-22,2010-12-24,2015-05-20,0,O
190530002346693,04012,C,01069,2,2,Rupert Armstrong,443 Toll Plaza Tunnel Road,Orval Martin,VZ6WFLS0QWLZGTVCGB48,Maple Heights,Michigan,86052,7,6,1,1,2,24,1,324985.51,77,03,0,1,1,0,1,1,1,0,2,2,0,2014-09-22,69,Y,Y,4,V,20043,I,2002-03-13,2019-01-29,2016-08-24,1,T
211650002409877,08103,U,19047,3,1,Clifford Harris,718 Nimitz Expressway,Donetta Dodson,T4M14E8BL7LEEJ4AH74W,New Castle,Oregon,34821,2,3,3,1,3,23,4,3967363.65,88,04,1,0,1,1,1,0,0,0,0,2,1,2017-07-23,10,I,K,8,S,21017,K,2001-11-18,2012-06-04,2017-05-26,2,Z
190710001794059,21019,U,20151,2,2,Shelby Mayer,679 Dawnview Bypass,Shelba Garcia,768M4ZO61O868F8SP1C8,Merced,Minnesota,80167,4,7,1,5,2,16,6,3619484.67,68,04,1,0,1,0,0,0,0,2,2,1,2,2019-12-05,73,Q,X,5,S,08049,W,2014-10-17,2018-06-09,2019-09-11,4,I
081230008136351,20189,V,08105,3,1,Samuel Combs,504 Glover Grove,Mitchell Higgins,SRWQFC6PYF5LI4X2JI2B,Anchorage,Tennessee,46345,8,5,3,3,2,21,4,4470032.7,42,02,0,1,0,1,1,0,1,2,1,1,0,2014-02-19,21,J,K,2,U,20000,O,2001-02-15,2011-12-07,2016-08-19,1,K
190690005339122,06075,C,20147,2,2,Numbers Emerson,1267 Chaves Crossing,Alphonso Mccormick,UXK3S1YAOMVCZ9EMBGKW,Grand Island,Delaware,52859,8,2,1,3,4,04,4,852862.6,78,05,1,1,1,1,0,0,0,2,2,0,2,2018-09-19,28,X,B,3,U,08113,S,2013-03-30,2015-01-03,2016-07-30,4,T
191710005946789,19127,T,19075,3,2,Ira Douglas,762 Brumiss Heights,Larry Smith,UR5SVEFNZTXKTCY4AQKN,Carol Stream,Idaho,59070,5,1,2,4,2,11,7,1270663.2,83,05,0,0,1,0,0,1,1,2,1,0,2,2017-08-08,54,Y,N,3,D,06087,M,2006-04-03,2013-10-07,2019-12-05,1,N
051250004652891,19000,V,05127,3,2,Irvin Parker,758 Juan Bautista Turnpike,Maynard Casey,R0P74HUPYWTOIWVL49LQ,Vancouver,Alabama,11775,1,3,1,5,3,14,7,317313.11,13,05,0,1,1,1,0,1,0,0,2,1,0,2012-03-03,81,E,A,4,D,05109,C,2006-02-11,2011-04-16,2015-06-30,2,J
210250001453142,08033,T,05029,1,1,Shenika Osborne,531 Jamestown Parkway,Mellie Cannon,SS4JXHTJPD45YIW0XL0S,Detroit,Utah,42181,2,3,1,5,2,12,4,4510333.99,16,02,0,1,1,0,0,0,0,1,1,0,1,2011-09-28,43,Z,S,4,V,08065,X,2001-12-15,2005-05-02,2017-01-02,1,Z
212050001783877,05003,C,06063,1,3,Devora Meadows,441 Wheat Arcade,Delmer Wiggins,FIZ9BYDEELUTOBFFH002,Irving,North Carolina,67725,8,8,4,1,3,01,5,4129165.38,29,02,1,1,0,0,0,1,1,1,1,2,2,2011-08-10,82,R,F,5,V,20147,L,2005-03-16,2013-05-25,2015-12-28,4,K
211010004501162,21195,T,21195,1,3,Waneta Swanson,1063 Burns Extension,Emory Gonzales,KKREVEDYALI4CBMKWJUL,Lakewood,Nebraska,27220,4,2,3,1,2,11,5,518317.71,62,04,1,1,0,1,0,1,0,0,0,2,1,2019-01-20,80,C,H,5,U,21131,I,2002-01-25,2007-07-29,2015-11-05,2,D
210590002332866,05117,U,19005,1,1,Steve Dominguez,145 Hunters Point Street,Mack May,RYBLM9ETYVOPUU0FAB0Q,Billings,Nebraska,84629,4,5,2,5,1,21,7,3893020.43,50,02,0,1,0,0,0,1,0,0,0,0,2,2019-08-19,09,I,L,4,D,05049,K,2014-08-16,2012-12-29,2017-01-01,0,J
210890003615416,20073,U,20047,2,3,Agustin Joseph,138 Richards Shore,Shelby Tillman,ISD41MOO4BA6DMO0P4JD,Adrian,New Mexico,81032,4,6,3,2,2,13,4,887630.04,68,02,1,1,0,1,1,0,0,2,1,1,0,2019-11-25,49,F,O,5,V,19165,W,2012-04-04,2008-12-08,2016-07-04,1,C
190030006159473,20119,D,20125,3,3,Clarence Delaney,1387 Valencia Road,Burton Willis,U5NNT9NP6APITWYA85FF,Coconut Creek,Texas,30542,5,5,3,1,2,17,7,2916754.25,74,05,0,0,1,1,0,0,0,1,1,0,1,2017-04-23,57,K,G,8,D,21167,C,2000-06-12,2008-07-20,2017-12-16,0,G
200170006451074,06049,D,05101,2,2,Dwayne Garrett,762 Bella Vista Parkway,Kera Nolan,9UPB620XZT9TEUFIEKZ5,Munster,Hawaii,33390,2,1,3,1,4,11,4,3943024.26,83,02,1,1,1,1,0,0,0,0,1,2,2,2014-03-01,71,T,Z,4,C,21003,T,2003-08-24,2005-11-08,2016-12-24,3,I
211610008268735,01043,S,05121,3,1,Dennis Vance,793 Linda Vista Spur,Isreal Morse,4S1KU0C7H7HER32LVV52,Westfield,West Virginia,51005,7,5,1,3,1,04,7,3426525.37,85,03,0,1,1,1,0,1,0,0,1,1,1,2015-04-24,64,C,P,3,T,19191,J,2001-11-14,2006-10-24,2020-06-01,0,G
212250005375200,06019,C,05041,2,3,Thanh Fowler,1074 Park Presidio Route,Jess Gould,ZO0XQPUKD3XA5S7BDGAZ,Pacifica,Florida,90719,3,8,3,3,3,12,8,4920729.8,72,03,0,1,0,1,0,0,0,0,2,0,2,2015-11-01,73,Z,U,2,T,06063,P,2003-05-02,2019-12-07,2018-07-14,3,X
211610005737584,08019,T,21127,1,2,Neomi Harvey,219 Juan Bautista Gardens,Kam Elliott,D1Q3A9JZ803ZFQG5W4JK,Newberg,Vermont,09584,4,7,4,4,4,17,3,610796.82,23,02,1,0,0,1,1,1,0,0,1,2,2,2011-02-25,38,Z,S,4,V,08081,L,2012-02-22,2010-02-09,2020-03-25,0,S
190050006825252,05029,T,21185,2,1,Marylouise Mccall,1099 Spencer Trail,Brent Noble,3H84PV464X4O17WBIYK0,Greenwood,Kansas,44801,7,4,3,4,1,11,5,1620146.0,57,01,0,1,1,1,1,1,0,1,2,1,2,2011-08-19,53,X,M,4,T,19195,O,2012-08-30,2013-03-28,2016-02-17,1,J
212230006312626,08015,T,01065,3,3,Creola Rich,1361 Florence Terrace,Michelina Delacruz,6T4SL5CZWXY946OBCIBS,Oxford,Hawaii,12301,7,7,1,2,2,13,6,1105913.85,62,05,0,0,1,0,1,1,0,2,0,0,1,2015-01-12,41,D,E,4,T,01083,K,2014-09-16,2011-05-19,2017-11-08,0,U
210430002556567,08017,V,01087,3,1,Jeanelle Tate,1166 Tapia Crescent,Isaias Ellis,NMBYTQU8YNCZTHVIH27M,Eureka,Washington,98022,4,4,3,4,4,26,6,4576708.71,43,02,1,1,1,0,0,0,1,2,2,2,1,2012-02-15,18,F,S,6,T,05063,M,2011-01-14,2016-01-01,2018-01-14,2,S
202010001257052,21215,C,01079,3,1,Misha Hunt,1331 Moreland Estate,Jeneva Blanchard,JE6EC8217WJYNKUG9BI9,Corinth,South Carolina,77762,2,2,2,2,1,01,2,1060706.45,72,04,0,1,0,0,1,1,1,0,2,1,1,2014-06-26,19,N,E,5,V,06083,G,2012-09-14,2013-03-06,2018-08-03,2,F
201710006152157,06015,V,21071,2,1,Hans Duffy,859 Hawkins Pine,Jetta Byers,BXTV78Z6C99KJSZ7PX2K,Papillion,North Dakota,51724,2,1,1,2,4,18,2,880434.2,35,02,0,1,0,0,0,1,1,2,0,2,1,2014-09-27,87,K,W,5,S,06107,P,2011-10-30,2007-12-28,2018-09-01,2,K
212290008728216,20189,V,20127,2,3,Isaiah Winters,786 Uranus Ranch,Samual Lawson,1PAKT5ZN5FK6GFUJSW8F,Chambersburg,Vermont,08933,8,2,3,4,3,15,7,4408115.59,10,00,1,1,1,0,0,1,1,1,0,2,0,2013-09-19,88,K,W,8,U,20125,O,2005-12-26,2006-11-28,2018-03-14,2,C
201350002335010,21185,V,01085,3,1,Raphael Nunez,225 Federal Pass,Gaynelle Petersen,EFUO9VUZX70DN3W8NNAS,Mundelein,Ohio,87672,6,2,1,1,1,27,5,3419623.21,57,00,0,1,1,0,1,0,1,0,1,1,0,2015-12-27,79,W,T,3,S,20003,B,2003-08-25,2006-02-24,2020-01-08,3,T
081130004321956,01029,V,20069,3,2,Jerold Peters,510 Santa Barbara Center,Garry Ward,GQ27L2R59PPTNUVRC657,Butte-Silver Bow,South Dakota,96444,7,8,4,5,1,05,3,199118.82,74,03,0,0,0,1,1,0,1,1,0,2,1,2014-08-24,32,C,Q,2,C,06105,N,2011-08-18,2007-05-07,2015-09-14,0,X
060650002446169,20079,U,20037,2,2,Art Castro,387 Miraloma Arcade,Ivory Stephens,COGLJR5YEJ4H989UWEKU,Cornelius,Nevada,86642,7,8,2,1,1,03,6,2129228.93,39,05,0,1,1,1,0,1,0,0,0,2,0,2017-11-07,03,C,N,2,S,08023,X,2005-03-17,2008-02-19,2019-12-20,1,R
080030004545733,01127,S,19185,2,2,Tona Warner,1098 Via Bufano Crescent,Sanda Montgomery,RS594R1C60VQ9E5PU8M4,Fountain Valley,Rhode Island,04360,8,1,2,5,3,14,5,4341960.65,14,05,0,0,0,0,0,0,0,1,2,2,1,2015-02-03,76,W,U,2,V,21197,J,2010-12-11,2015-05-28,2016-08-03,2,A
211710003663556,05017,T,01005,2,1,Glayds Serrano,1276 Delmar Hills,Kenton Buckner,E0AH0PPSSAO6L05C49FM,La Puente,Nevada,86053,6,6,1,3,1,25,7,654088.83,85,01,0,0,1,1,1,0,0,1,2,1,0,2011-08-08,59,V,O,8,T,01027,D,2008-08-02,2015-01-19,2017-05-08,4,A
010970003879995,20141,D,06023,2,3,Grant Blake,104 San Lorenzo Run,Jonell Noel,FVGQGELBPVKW5SHM99PS,Erlanger,Oregon,22936,8,3,3,2,4,14,7,3404505.55,88,03,1,0,0,1,0,1,1,0,1,1,1,2018-03-10,26,X,Q,8,V,19061,I,2005-02-09,2014-07-13,2017-09-08,0,E
211190007331945,08085,T,20177,1,2,Lucilla Randolph,21 Hernandez Mews,Federico Barr,ND32X0ESYOBBOLWZL63Z,Kenosha,Alabama,82848,2,8,1,3,4,20,4,3127132.45,79,02,0,1,1,0,1,1,0,1,1,1,2,2014-03-23,10,Z,E,3,C,19091,E,2009-09-20,2007-02-10,2019-05-28,3,O
211650004922612,04021,T,19167,3,3,Dwayne Ramsey,1302 Bemis Canyon,Jamison Fernandez,VIHJVXBTT80GVDNZVY96,Lexington,Wisconsin,41245,2,3,1,5,1,12,3,2188885.51,13,03,0,0,1,1,0,0,1,2,0,2,1,2018-04-17,68,F,H,8,S,19123,Z,2000-09-11,2011-08-25,2020-04-30,0,G
210290008505152,08069,T,05055,2,3,Chanell Mcdonald,988 Rex Estate,Deane Livingston,PU0JRXBZOH4YL7EQLPQ7,Bethel Park,Minnesota,14989,1,8,4,4,2,10,7,1883186.12,31,01,1,0,1,1,0,1,0,0,1,1,0,2011-06-22,43,F,G,6,S,20077,U,2005-07-09,2006-11-05,2019-11-24,3,B
060390001644404,08071,T,21169,3,3,Irvin Bowen,719 Moore Canyon,Britt Diaz,RSKPQT0I4ZZ998VU9URW,Piqua,Texas,35582,7,4,4,3,3,05,5,2879413.53,62,03,1,0,1,0,1,1,0,0,0,0,1,2021-03-24,27,Z,C,5,V,08037,R,2004-10-05,2005-12-27,2019-04-02,1,T
010450003996587,08011,V,05135,1,1,Kimbery Stevenson,272 Sunset Arcade,Kena Callahan,EPR6DKYJIPCRUI2K4ZOQ,Hialeah Gardens,Virginia,15786,3,8,1,4,2,16,6,4735975.95,89,04,1,1,1,0,0,0,1,1,0,2,0,2017-11-23,36,Z,B,8,D,21171,D,2004-03-28,2007-07-28,2018-01-30,1,V
211170008997678,21147,V,19181,3,2,Dewitt Franco,470 Rickard Landing,Mitzie Mercer,0XOYPY2SL1CDR15UCFY4,Leawood,Ohio,53625,5,7,2,2,4,06,6,300006.08,62,02,0,0,1,0,0,1,0,2,1,0,1,2013-12-05,24,B,F,7,C,21015,M,2005-03-22,2006-06-20,2018-12-24,4,Q
080910002740009,01035,S,21003,3,3,Landon Phelps,1215 Colin P Kelly Jr Annex,Catherina Gilmore,QQZL1CWFWAQ6XL4XFMWE,Hoffman Estates,Indiana,91405,2,8,4,1,3,25,3,1232762.41,75,03,0,0,0,0,0,0,1,0,0,0,2,2017-02-14,55,J,W,5,V,19159,F,2008-12-20,2005-07-19,2015-11-04,4,K
201570007206821,08045,D,21101,3,1,Oswaldo Dotson,1389 Judson Parkway,Moshe Montgomery,P78BZBR91QZ1CPN5RH95,Oro Valley,North Dakota,57635,3,8,2,1,4,17,3,3387002.37,83,05,1,0,0,1,0,0,0,2,2,1,2,2016-06-15,87,Z,G,7,U,08073,O,2003-11-28,2008-11-29,2016-12-17,1,T
010970008096875,20093,C,21031,3,2,Blake Weeks,814 Beeman Cove,Cecil Holland,9LJT7RWMXOGM9BQGZTRU,Brandon,Arizona,13040,1,7,3,5,3,01,1,2524722.18,76,02,0,1,0,0,0,1,1,2,2,2,2,2014-07-15,34,T,P,8,C,21237,S,2006-05-12,2012-12-07,2019-04-23,0,Q
200970003977310,20025,D,20095,2,3,Emory Stephenson,185 Dunsmuir Place,Edison Hopkins,7XM70WA3TDD211GWG63O,Compton,South Dakota,15623,8,2,3,3,4,10,4,2068084.46,72,03,1,0,1,1,1,0,0,1,0,1,0,2017-09-09,87,L,E,3,V,06000,Y,2012-10-06,2009-01-07,2020-12-09,0,W
080910004147363,20001,V,19035,1,2,Hosea Buchanan,867 Beideman Crescent,Raye Lee,34O9IV9F5M2YPTA90587,Hollywood,Washington,89007,7,3,3,5,2,18,3,4773664.51,42,04,0,0,1,0,0,1,0,2,1,0,1,2015-01-21,59,H,U,3,D,21129,T,2008-04-29,2006-04-04,2015-03-14,1,H
191070001758542,05143,T,20137,1,2,Ermelinda Moreno,883 Bridgeview Highway,Jenee Cooley,TVOT7VPHVO4C9AQ1VN96,Canton,Missouri,47777,6,4,4,4,1,23,2,2089469.53,40,03,1,0,1,0,0,0,0,1,1,0,1,2015-10-06,85,Q,H,2,S,20169,J,2005-04-29,2019-11-04,2015-03-18,3,J
210000005726304,08097,S,06099,1,3,Mui Chen,120 Zircon Canyon,Florencio Wallace,9GS70AZP96VWCKONGVZL,Brookings,Maryland,60625,5,7,1,3,1,11,4,106398.78,54,01,1,0,0,0,1,0,0,0,0,2,1,2015-06-19,21,V,A,3,S,06079,X,2012-06-06,2019-05-08,2016-11-19,2,D
202090007762426,21115,T,01023,1,1,Walter Mccray,338 Sheldon Viaduct,Oscar Abbott,G3XJ4SDL0C0V5CW6ILAB,Milwaukie,Rhode Island,47622,8,5,1,5,4,14,5,2761572.93,30,03,1,1,1,1,1,1,1,2,0,1,2,2020-03-11,18,Y,P,2,C,21089,E,2006-02-08,2017-07-20,2017-12-10,3,Z
190650005034148,05133,D,08069,3,2,Christene Hurst,824 Mauldin Green,Kam Jackson,UFX0S8JCZ0UCZ4VSB9OS,West Chester,Colorado,52967,7,2,4,5,3,27,2,2348682.6,55,02,0,0,1,0,0,1,1,0,1,2,2,2013-09-10,60,I,Z,7,D,19053,L,2008-02-21,2006-03-05,2017-10-02,2,D
010970002691656,01121,C,21061,2,1,Bryce Powers,982 Pine Station,Titus Keith,7X72XM6831VD9XKDS2D3,Newburyport,New Jersey,22525,2,7,3,2,1,07,6,1163973.13,30,03,0,1,1,0,0,1,1,0,0,2,0,2012-03-11,87,C,K,3,V,19043,K,2004-04-13,2006-03-10,2017-09-27,1,O
080270007236056,06081,T,19131,2,3,Freddie Carpenter,604 Santa Ana Junction,Dann Guzman,87Q54ROLW5QCFBKLIPQM,Cocoa,California,66254,4,2,4,4,1,21,4,1317646.66,34,05,0,0,1,0,0,0,1,2,0,2,1,2014-04-05,75,N,O,4,V,21103,W,2011-03-01,2011-02-03,2019-06-12,3,M
190230005948592,05057,D,19185,2,1,Joe Tanner,382 Security Pacific Field,Gilbert Rutledge,Y1YJPZOE7FYI024Q7421,Nogales,South Dakota,45104,3,2,3,4,4,15,6,3083430.82,18,03,0,1,0,1,1,0,0,2,1,2,0,2021-06-19,37,R,E,2,C,05009,X,2013-09-01,2005-12-02,2019-12-19,1,D
211090003145498,21000,U,05043,2,1,Nakesha Herrera,322 Clarion Rapids,Maddie Riley,X7GEXEL3RFDNID1S98MG,Sunnyvale,Delaware,53371,6,5,2,5,4,16,5,3906858.66,16,03,1,0,0,0,1,1,1,0,2,0,0,2014-01-30,36,C,E,5,C,21117,J,2014-11-24,2019-11-29,2018-11-05,2,N
190290007500895,21055,V,19005,3,3,Jon Nelson,273 Clyde Stravenue,Elizabet Silva,S0ZUVL6I75OBDFISEAZ1,Patterson,Florida,27703,7,7,4,1,2,12,6,605582.76,16,03,1,0,0,1,0,0,0,0,1,2,2,2018-05-21,35,G,P,8,T,21197,Q,2005-03-13,2019-05-20,2019-08-14,2,R
